id	status	price	genres	default_country_policy	countries
62285	NORMAL	2.60	51,59	ALLOW	
81269	NORMAL	9.22	74,88	ALLOW	
87678	TRASHED	2.42	66,68	ALLOW	
9700	NORMAL	0.47	0,65	ALLOW	
2679	NORMAL	5.48	52,64	ALLOW	
88628	NORMAL	6.97	59,60	ALLOW	
76327	NORMAL	3.86	59,60	ALLOW	
98584	NORMAL	7.57	59,97	ALLOW	
2723	NORMAL	2.72	55,88	ALLOW	
52004	NORMAL	8.42	52,83	ALLOW	
14682	NORMAL	6.76	61,88	ALLOW	
55688	NORMAL	3.73	59,60	ALLOW	
60172	NORMAL	8.03	51,100	ALLOW	
76519	NORMAL	0.37	51,100	ALLOW	
62424	NORMAL	3.57	82,84	ALLOW	
13691	NORMAL	6.03	82,84	ALLOW	
12311	NORMAL	2.26	52,63	ALLOW	
69387	NORMAL	3.43	52,63	ALLOW	
99567	NORMAL	8.54	64,100	ALLOW	
63441	TRASHED	8.52	54,70	ALLOW	
72236	NORMAL	3.63	59,60	ALLOW	
41981	NORMAL	2.03	72,88	ALLOW	
5080	NORMAL	9.49	52,55	ALLOW	
22981	NORMAL	5.21	52,53	ALLOW	
55381	NORMAL	7.26	59,84	ALLOW	
17262	NORMAL	1.93	59,60	ALLOW	
25343	NORMAL	7.50	52,64	ALLOW	
77397	NORMAL	6.76	59,60	ALLOW	
35105	FROZEN	7.29	52,64	ALLOW	
1631	NORMAL	8.33	59,60	ALLOW	
29100	FROZEN	6.19	61,68	ALLOW	
48975	NORMAL	6.27	61,68	ALLOW	
95184	FROZEN	6.63	55,64	ALLOW	
75677	NORMAL	2.58	59,60	ALLOW	
13661	NORMAL	9.38	52,88	ALLOW	
54160	NORMAL	1.43	52,88	ALLOW	
79134	NORMAL	4.12	58,84	ALLOW	
81817	NORMAL	6.81	52,58	ALLOW	
48307	NORMAL	1.96	51,88	ALLOW	
78869	NORMAL	3.82	57,84	ALLOW	
71605	FROZEN	8.46	73,91	ALLOW	
38513	NORMAL	4.22	51,52	ALLOW	
15130	NORMAL	3.52	0,59	ALLOW	
56955	NORMAL	1.40	59,84	ALLOW	
85406	NORMAL	1.38	59,60	ALLOW	
90498	TRASHED	7.21	62,95	ALLOW	
35036	NORMAL	8.80	59,60	ALLOW	
67979	NORMAL	6.77	52,55	ALLOW	
69268	NORMAL	0.08	64,100	ALLOW	
12378	NORMAL	6.71	92,100	ALLOW	
47149	NORMAL	1.95	79,88	ALLOW	
79871	NORMAL	2.09	71,100	ALLOW	
96056	TRASHED	0.36	0,92	ALLOW	
19019	NORMAL	4.20	52,75	ALLOW	
43589	NORMAL	3.89	0,51	ALLOW	
49729	NORMAL	1.50	71,130	ALLOW	
38915	NORMAL	7.24	59,84	ALLOW	
259	NORMAL	1.68	59,60	ALLOW	
48395	NORMAL	3.37	52,83	ALLOW	
61659	NORMAL	3.03	52,58	ALLOW	
93685	NORMAL	9.84	59,73	ALLOW	
89790	NORMAL	6.40	61,64	ALLOW	
69294	NORMAL	2.69	52,58	ALLOW	
24454	FROZEN	5.02	52,58	ALLOW	
59962	NORMAL	0.40	58,89	ALLOW	
98476	NORMAL	4.09	61,100	ALLOW	
44115	NORMAL	8.37	59,60	ALLOW	
73860	NORMAL	6.69	56,71	ALLOW	
50271	NORMAL	5.46	64,72	ALLOW	
90877	NORMAL	8.80	52,64	ALLOW	
49804	NORMAL	5.82	59,60	ALLOW	
24284	NORMAL	8.35	59,82	ALLOW	
57105	NORMAL	8.81	52,83	ALLOW	
60431	NORMAL	7.90	59	ALLOW	
41341	NORMAL	4.24	88,97	ALLOW	
93015	FROZEN	4.62	68,74	ALLOW	
70947	FROZEN	1.63	67,74	ALLOW	
63540	NORMAL	8.05	52,88	ALLOW	
40279	NORMAL	4.79	52,63	ALLOW	
76378	NORMAL	2.84	64,79	ALLOW	
8880	NORMAL	5.19	64,79	ALLOW	
5677	NORMAL	1.56	59,95	ALLOW	
98203	NORMAL	0.87	55,64	ALLOW	
91728	NORMAL	0.16	61,68	ALLOW	
83063	NORMAL	5.41	81,82	ALLOW	
33717	NORMAL	2.85	59,62	ALLOW	
19099	NORMAL	3.78	59,111	ALLOW	
11759	NORMAL	4.52	61,68	ALLOW	
11058	NORMAL	6.64	51,81	ALLOW	
77819	NORMAL	1.82	71,100	ALLOW	
36440	FROZEN	1.03	68,101	ALLOW	
8354	NORMAL	9.00	57,100	ALLOW	
45897	NORMAL	3.99	57,100	ALLOW	
3474	NORMAL	3.84	57,62	ALLOW	
5725	NORMAL	7.50	62,74	ALLOW	
92039	NORMAL	4.36	53,100	ALLOW	
82781	NORMAL	9.79	59,60	ALLOW	
79771	TRASHED	6.59	51,105	ALLOW	
91290	NORMAL	1.33	59,83	ALLOW	
80068	NORMAL	1.52	59,83	ALLOW	
81424	NORMAL	0.01	74,81	ALLOW	
43437	NORMAL	0.16	52,64	ALLOW	
97387	FROZEN	7.52	105	ALLOW	
51279	NORMAL	4.40	59,98	ALLOW	
28309	NORMAL	0.53	58,88	ALLOW	
39874	NORMAL	0.06	59,98	ALLOW	
17865	FROZEN	2.55	52,88	ALLOW	
49081	NORMAL	3.52	59,98	ALLOW	
51521	NORMAL	1.64	52,88	ALLOW	
52229	NORMAL	2.30	59,60	ALLOW	
56194	NORMAL	1.76	0,59	ALLOW	
75258	FROZEN	2.68	68,73	ALLOW	
92283	NORMAL	1.64	58,88	ALLOW	
87393	NORMAL	6.19	0,59	ALLOW	
98176	FROZEN	0.30	84,103	ALLOW	
76785	FROZEN	4.05	57,103	ALLOW	
32010	NORMAL	6.48	71,88	ALLOW	
73912	NORMAL	3.08	64,100	ALLOW	
3351	NORMAL	4.77	0,74	ALLOW	
65419	NORMAL	1.97	59,98	ALLOW	
71390	NORMAL	3.48	59	ALLOW	
40916	NORMAL	8.54	52,56	ALLOW	
17938	NORMAL	9.79	59,60	ALLOW	
25564	NORMAL	2.03	57,95	ALLOW	
58921	NORMAL	1.12	59,61	ALLOW	
89467	NORMAL	1.68	59,68	ALLOW	
2089	NORMAL	8.51	59,60	ALLOW	
59751	NORMAL	0.14	51,64	ALLOW	
70324	NORMAL	6.04	55,71	ALLOW	
38162	NORMAL	7.52	58,88	ALLOW	
7292	NORMAL	0.76	64,71	ALLOW	
93061	FROZEN	5.40	74,92	ALLOW	
47368	FROZEN	0.75	56,61	ALLOW	
23310	NORMAL	7.44	59,60	ALLOW	
35968	NORMAL	6.10	52,56	ALLOW	
7882	FROZEN	2.27	91,92	ALLOW	
14926	NORMAL	2.63	51,88	ALLOW	
60720	NORMAL	8.33	74,81	ALLOW	
64597	FROZEN	1.24	74,100	ALLOW	
8663	FROZEN	9.36	74,81	ALLOW	
8428	NORMAL	5.27	61,100	ALLOW	
30878	NORMAL	3.27	83,95	ALLOW	
14187	NORMAL	3.40	59,84	ALLOW	
22634	NORMAL	7.25	83,95	ALLOW	
60403	NORMAL	8.41	59,98	ALLOW	
32226	NORMAL	5.24	83,95	ALLOW	
7419	NORMAL	1.29	61,71	ALLOW	
26952	NORMAL	2.61	51,88	ALLOW	
14421	NORMAL	1.51	61,74	ALLOW	
58284	NORMAL	0.56	59,105	ALLOW	
60544	NORMAL	5.76	59,79	ALLOW	
55326	NORMAL	4.02	52,88	ALLOW	
57507	NORMAL	9.09	93,97	ALLOW	
93505	NORMAL	0.81	59,61	ALLOW	
19871	NORMAL	0.28	61,74	ALLOW	
77910	NORMAL	3.05	61,74	ALLOW	
87967	NORMAL	3.00	52,63	ALLOW	
90069	NORMAL	0.25	63,83	ALLOW	
67683	NORMAL	9.91	57,95	ALLOW	
67068	NORMAL	5.21	83,95	ALLOW	
64578	NORMAL	7.96	61,71	ALLOW	
83185	NORMAL	0.64	72,88	ALLOW	
90428	NORMAL	3.91	63,89	ALLOW	
58632	NORMAL	6.89	63,70	ALLOW	
15227	NORMAL	1.85	74,88	ALLOW	
26059	NORMAL	7.18	83,103	ALLOW	
23272	NORMAL	3.29	0,52	ALLOW	
93329	NORMAL	8.33	51,52	ALLOW	
18323	NORMAL	1.68	52,53	ALLOW	
77301	NORMAL	7.06	59,60	ALLOW	
59379	NORMAL	9.63	52,83	ALLOW	
76312	NORMAL	7.56	59,84	ALLOW	
8702	NORMAL	9.20	52,88	ALLOW	
53349	NORMAL	7.06	52,81	ALLOW	
39753	FROZEN	5.72	51,87	ALLOW	
24042	NORMAL	7.13	61,77	ALLOW	
1238	NORMAL	7.81	52,64	ALLOW	
66410	NORMAL	7.58	59,60	ALLOW	
20032	NORMAL	1.44	59,60	ALLOW	
77276	NORMAL	3.44	59,60	ALLOW	
69998	FROZEN	3.71	61,88	ALLOW	
4418	NORMAL	8.49	52,58	ALLOW	
44300	NORMAL	0.90	52,53	ALLOW	
46495	NORMAL	8.58	0,59	ALLOW	
68558	NORMAL	9.69	70,78	ALLOW	
73717	NORMAL	6.46	97	ALLOW	
42838	NORMAL	7.93	52,70	ALLOW	
21813	FROZEN	5.82	59,80	ALLOW	
27933	NORMAL	9.82	57,70	ALLOW	
17407	NORMAL	4.24	58,85	ALLOW	
10631	NORMAL	7.41	52,88	ALLOW	
23302	NORMAL	2.79	57,63	ALLOW	
22625	NORMAL	6.57	53,57	ALLOW	
42753	NORMAL	0.07	0,88	ALLOW	
16553	NORMAL	9.46	59,60	ALLOW	
89586	NORMAL	1.03	57,103	ALLOW	
52386	NORMAL	9.92	54,64	ALLOW	
39562	TRASHED	9.11	64,99	ALLOW	
39314	NORMAL	1.79	82,84	ALLOW	
2696	NORMAL	6.44	61,74	ALLOW	
47562	NORMAL	9.56	64,100	ALLOW	
48093	NORMAL	9.62	58,103	ALLOW	
25592	NORMAL	3.31	59,64	ALLOW	
25381	NORMAL	3.17	100	ALLOW	
69270	FROZEN	7.27	72,88	ALLOW	
39868	NORMAL	3.81	74,101	ALLOW	
18201	NORMAL	8.50	57,58	ALLOW	
83418	NORMAL	2.12	52,88	ALLOW	
42145	NORMAL	6.36	52,88	ALLOW	
7649	NORMAL	6.73	95,100	ALLOW	
7711	TRASHED	7.80	0,65	ALLOW	
59951	NORMAL	6.50	64,100	ALLOW	
27035	NORMAL	9.01	61,100	ALLOW	
21877	NORMAL	7.05	64,100	ALLOW	
19641	NORMAL	4.13	64	ALLOW	
81467	NORMAL	8.98	64,100	ALLOW	
13776	NORMAL	0.42	64,100	ALLOW	
47	NORMAL	0.55	64,71	ALLOW	
61154	NORMAL	9.09	64,100	ALLOW	
65745	NORMAL	8.70	54,64	ALLOW	
90065	NORMAL	0.82	64,100	ALLOW	
52758	NORMAL	0.19	64,100	ALLOW	
16106	NORMAL	5.79	64,100	ALLOW	
70985	NORMAL	2.25	51,88	ALLOW	
21421	NORMAL	2.26	59	ALLOW	
15601	NORMAL	6.92	61,74	ALLOW	
95418	NORMAL	6.69	64,74	ALLOW	
32255	NORMAL	9.22	52,53	ALLOW	
59398	NORMAL	7.69	74,80	ALLOW	
49580	NORMAL	1.80	70,74	ALLOW	
20866	NORMAL	6.02	0,59	ALLOW	
96525	NORMAL	1.94	97,103	ALLOW	
80433	NORMAL	3.76	64,71	ALLOW	
94408	NORMAL	3.07	59,99	ALLOW	
44760	NORMAL	6.51	52,64	ALLOW	
70773	NORMAL	8.94	52,64	ALLOW	
46114	NORMAL	7.38	52,58	ALLOW	
88841	NORMAL	1.51	64,72	ALLOW	
85372	NORMAL	9.08	64,72	ALLOW	
78980	NORMAL	3.26	63,88	ALLOW	
67128	NORMAL	8.23	72,88	ALLOW	
30066	NORMAL	3.67	71,88	ALLOW	
88598	NORMAL	2.34	52,88	ALLOW	
83318	NORMAL	0.26	52,88	ALLOW	
47823	NORMAL	6.02	52,84	ALLOW	
30262	FROZEN	5.27	52,74	ALLOW	
9961	NORMAL	6.14	59,95	ALLOW	
62441	NORMAL	4.15	52,83	ALLOW	
86017	FROZEN	1.84	82,84	ALLOW	
42546	NORMAL	6.47	100	ALLOW	
47946	NORMAL	9.57	52,66	ALLOW	
55483	FROZEN	8.94	0,64	ALLOW	
3619	NORMAL	7.37	57,84	ALLOW	
70861	NORMAL	6.60	57,82	ALLOW	
49549	NORMAL	9.08	59,60	ALLOW	
74241	NORMAL	7.47	52,88	ALLOW	
87585	NORMAL	4.44	58,64	ALLOW	
48724	NORMAL	8.39	58,80	ALLOW	
52017	NORMAL	7.22	52,89	ALLOW	
57990	NORMAL	1.65	52,64	ALLOW	
27898	NORMAL	0.27	53,86	ALLOW	
70321	NORMAL	0.87	52,58	ALLOW	
20935	FROZEN	5.34	64,71	ALLOW	
95452	NORMAL	8.06	61,100	ALLOW	
49492	NORMAL	0.19	59,74	ALLOW	
84086	NORMAL	5.46	60,88	ALLOW	
94139	NORMAL	6.89	60,88	ALLOW	
66702	NORMAL	5.78	0,55	ALLOW	
48427	NORMAL	0.79	59,82	ALLOW	
13669	NORMAL	2.29	59,82	ALLOW	
43366	NORMAL	8.81	81,88	ALLOW	
